Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W	SBS96X
COAD_TCGA-G4-6626	0	28	15	36	26	5	0	0	2	2	0	0	10	3	2	5	10	3	0	0	1	7	3	31
COAD_TCGA-G4-6627	4	16	6	15	29	3	2	2	1	2	1	6	6	6	0	3	4	5	1	4	0	5	0	12
COAD_TCGA-G4-6628	37	449	62	246	198	250	4	222	51	116	325	18	69	22	32	18	71	8	22	152	5	15	11	13
COAD_TCGA-NH-A50T	4	26	19	27	26	4	3	0	2	0	2	0	6	4	2	1	4	3	0	0	0	8	1	23
COAD_TCGA-NH-A50U	6	15	8	20	13	2	4	2	2	5	1	4	6	0	0	12	5	0	3	1	1	1	0	7
COAD_TCGA-NH-A50V	8	34	9	34	38	9	0	2	4	2	2	3	10	3	3	4	0	0	2	3	10	10	2	24
COAD_TCGA-NH-A5IV	18	488	111	416	354	292	0	156	190	220	255	86	57	16	28	1	116	10	16	151	0	9	25	18
COAD_TCGA-NH-A6GA	2	10	13	27	13	1	1	3	1	0	6	0	3	4	3	9	0	3	2	0	8	6	0	16
COAD_TCGA-NH-A6GB	5	29	12	25	41	4	3	1	4	2	9	5	18	2	7	0	2	5	3	21	11	8	11	7
COAD_TCGA-NH-A6GC	6	20	10	8	31	0	2	5	0	0	2	0	5	4	3	2	3	12	4	6	0	16	6	11
COAD_TCGA-NH-A8F7	5	16	9	24	24	8	0	0	3	1	0	1	11	7	4	2	2	4	2	5	7	17	0	18
COAD_TCGA-NH-A8F8	4	22	5	24	19	2	0	1	1	2	7	1	12	4	7	1	0	1	2	0	4	0	5	36
COAD_TCGA-QG-A5YV	6	35	14	29	38	10	4	1	4	3	0	0	11	4	0	6	4	7	9	8	5	14	0	15
COAD_TCGA-QG-A5YW	6	27	13	19	23	7	4	1	3	11	5	0	9	6	0	6	13	0	3	0	8	22	0	17
COAD_TCGA-QG-A5YX	4	20	4	32	19	1	0	1	0	1	0	0	8	2	0	1	3	1	2	8	0	6	0	5
COAD_TCGA-QG-A5Z1	2	26	11	13	24	4	7	0	5	2	2	0	9	6	0	0	0	2	1	0	3	8	3	5
COAD_TCGA-QG-A5Z2	12	212	61	176	173	134	12	81	37	65	74	40	22	15	0	5	49	5	9	48	2	18	23	17
COAD_TCGA-QL-A97D	12	45	17	39	29	11	7	4	11	4	3	5	17	13	2	0	10	10	3	7	7	27	21	28
COAD_TCGA-RU-A8FL	1	23	9	18	13	9	2	3	4	6	8	7	15	4	0	5	0	9	8	8	6	25	7	17
COAD_TCGA-SS-A7HO	3	22	5	24	40	12	0	2	0	2	0	4	13	8	0	9	2	0	2	0	11	13	12	37
COAD_TCGA-T9-A92H	7	20	9	23	30	5	6	4	0	0	8	6	15	5	5	7	14	11	7	20	10	14	21	13
COAD_TCGA-WS-AB45	11	616	243	703	601	234	0	155	87	198	152	86	0	35	0	2	45	4	32	122	0	3	0	0
UCEC_TCGA-2E-A9G8	0	7	2	3	5	2	9	0	1	1	5	3	0	0	3	2	0	6	3	7	1	21	5	2
UCEC_TCGA-4E-A92E	5	3	31	5	8	2	0	0	0	5	1	0	4	1	11	112	0	68	0	0	0	0	0	0
UCEC_TCGA-5B-A90C	4	4	3	7	5	7	0	2	0	0	0	3	4	7	0	2	5	0	1	2	2	7	1	5
UCEC_TCGA-5S-A9Q8	1	7	10	15	2	1	2	1	0	2	3	2	6	2	0	0	3	1	0	0	2	5	0	5
UCEC_TCGA-A5-A0G1	1325	1324	650	901	703	1127	328	2056	368	247	1082	296	941	1989	870	411	16	6	234	307	188	220	476	343
UCEC_TCGA-A5-A0GQ	1	8	2	11	13	0	0	0	1	4	1	0	6	2	3	3	4	4	1	1	0	7	1	9
UCEC_TCGA-A5-A0R6	0	3	4	11	7	2	0	0	0	1	4	0	8	1	1	2	3	3	0	3	0	7	4	2
UCEC_TCGA-A5-A0R7	1	3	0	10	7	5	2	0	0	2	3	4	5	0	3	1	5	0	3	7	4	24	1	2
UCEC_TCGA-A5-A0R8	1	9	4	10	9	0	0	1	4	2	3	0	8	0	4	2	0	0	0	0	0	0	10	20
UCEC_TCGA-A5-A0R9	0	3	4	17	4	3	3	0	1	3	0	0	2	3	0	0	0	1	0	2	0	5	2	2
UCEC_TCGA-A5-A0RA	0	8	7	17	11	3	0	1	4	4	0	2	4	4	0	2	0	1	0	0	1	9	0	7
UCEC_TCGA-A5-A0VO	1	14	5	19	7	1	0	0	1	2	2	0	3	2	1	12	0	0	0	9	3	0	3	7
UCEC_TCGA-A5-A0VP	3	382	165	424	484	134	0	87	96	113	128	45	0	0	2	20	11	5	15	57	0	15	0	0
UCEC_TCGA-A5-A0VQ	4	60	13	62	51	41	5	24	3	33	95	6	6	0	3	7	9	0	0	13	1	7	0	7
UCEC_TCGA-A5-A1OF	1513	2063	590	1308	1046	1494	335	2587	870	478	772	703	773	1978	742	76	606	10	385	0	65	30	0	61
UCEC_TCGA-A5-A1OG	1	3	1	1	6	5	0	0	1	4	0	0	0	0	6	3	1	4	0	4	3	3	1	0
UCEC_TCGA-A5-A1OH	0	3	7	15	14	1	0	2	1	7	1	12	13	0	13	20	0	26	5	0	4	34	11	5
UCEC_TCGA-A5-A1OJ	0	11	10	9	13	2	0	0	0	2	0	1	2	0	3	3	3	0	0	0	0	6	0	3
UCEC_TCGA-A5-A1OK	2	10	4	8	7	5	0	1	1	0	4	0	7	2	4	6	1	0	0	8	4	4	5	1
UCEC_TCGA-A5-A2K2	4	6	2	12	11	8	9	3	0	6	6	5	4	3	10	14	2	33	2	2	1	31	1	15
UCEC_TCGA-A5-A2K3	10	353	141	423	431	133	2	114	26	71	181	50	9	8	7	9	38	1	5	74	0	0	9	0
UCEC_TCGA-A5-A2K4	0	3	2	6	7	3	2	1	1	0	0	0	5	0	2	0	7	0	0	1	0	3	3	4
UCEC_TCGA-A5-A2K5	5132	400	2657	179	228	258	2869	265	224	11	45	230	141	238	674	121	0	7	54	0	1275	0	24	32
UCEC_TCGA-A5-A2K7	4	122	41	102	127	77	1	65	20	60	102	20	28	4	0	22	30	4	2	26	2	0	17	6
UCEC_TCGA-A5-A3LO	1	4	3	1	7	4	0	1	3	2	0	3	5	0	2	0	1	3	0	0	2	2	0	0
UCEC_TCGA-A5-A3LP	0	6	5	13	2	4	0	0	0	2	1	3	4	0	9	2	2	12	2	1	1	2	0	3
UCEC_TCGA-A5-A7WK	2	4	6	8	11	1	4	0	2	8	2	4	2	0	5	2	0	28	0	0	1	11	4	10
UCEC_TCGA-A5-AB3J	0	9	2	7	6	1	2	0	2	1	0	2	1	2	0	8	3	2	0	0	1	1	1	6
UCEC_TCGA-AJ-A23M	1	6	5	8	2	1	0	1	4	1	2	0	0	1	0	19	11	39	4	6	5	24	5	7
UCEC_TCGA-AJ-A23N	1	4	6	1	6	3	0	0	5	0	0	2	4	0	0	0	3	12	2	5	0	5	3	2
UCEC_TCGA-AJ-A23O	9	87	44	75	59	94	32	84	44	191	67	58	24	35	0	0	37	5	23	50	14	39	135	54
UCEC_TCGA-AJ-A2QK	1	6	2	18	13	3	3	2	2	8	6	3	0	0	0	6	0	0	0	7	3	15	0	9
UCEC_TCGA-AJ-A2QL	1	9	4	9	6	1	0	0	3	0	3	0	2	0	3	3	0	1	1	0	0	8	0	6
UCEC_TCGA-AJ-A2QM	2	2	5	8	5	1	2	1	0	3	2	3	5	0	12	70	3	156	0	8	4	0	0	0
UCEC_TCGA-AJ-A2QN	1	27	4	15	14	1	0	0	3	1	1	2	3	0	0	3	3	3	0	0	0	8	5	7
UCEC_TCGA-AJ-A2QO	10	186	56	154	141	144	7	121	58	149	183	25	28	24	2	21	40	9	8	56	1	32	1	14
UCEC_TCGA-AJ-A3BD	1	6	9	12	4	8	0	0	3	4	0	0	3	7	3	0	5	16	0	8	1	10	6	2
UCEC_TCGA-AJ-A3BF	1	3	0	9	3	0	0	1	0	1	0	4	2	0	2	0	0	0	3	5	0	3	0	4
UCEC_TCGA-AJ-A3BG	1	372	144	405	396	112	1	75	34	66	111	22	7	5	0	1	39	7	6	46	0	0	0	6
UCEC_TCGA-AJ-A3BH	48	816	178	596	750	425	6	343	73	105	372	88	85	90	2	23	60	0	4	18	0	29	0	0
UCEC_TCGA-AJ-A3BI	1	5	0	6	1	2	0	1	1	1	0	1	0	0	2	4	7	0	0	4	0	11	6	0
UCEC_TCGA-AJ-A3BK	3	10	2	12	12	2	0	3	1	2	4	0	8	5	3	0	5	1	2	0	0	8	2	6
UCEC_TCGA-AJ-A3EJ	1	7	10	10	14	3	2	0	0	0	3	0	2	4	2	0	0	1	2	7	0	4	7	10
UCEC_TCGA-AJ-A3EK	1276	866	656	569	625	696	585	803	277	228	595	235	480	802	563	213	345	23	75	0	124	9	81	53
UCEC_TCGA-AJ-A3EL	2993	847	2664	329	315	353	1801	478	668	140	20	534	138	246	420	74	636	11	261	0	265	1	0	0
UCEC_TCGA-AJ-A3EM	3	9	1	2	5	3	0	0	3	7	0	2	5	3	0	1	0	0	1	7	0	19	7	7
UCEC_TCGA-AJ-A3I9	1	4	1	7	2	4	0	1	2	1	1	3	2	4	0	3	5	1	2	0	0	1	0	1
UCEC_TCGA-AJ-A3IA	5	9	2	0	6	4	11	12	8	14	16	6	21	16	6	0	18	52	16	21	4	93	16	10
UCEC_TCGA-AJ-A3NF	1	8	4	2	4	3	0	1	0	0	0	0	3	0	5	18	0	9	0	11	1	5	0	0
UCEC_TCGA-AJ-A3NG	0	13	3	27	14	4	1	0	4	1	0	0	7	6	7	1	10	4	0	6	0	1	0	11
UCEC_TCGA-AJ-A3OJ	4	187	69	217	217	73	4	87	34	75	95	15	7	3	10	8	37	7	4	40	0	0	0	13
UCEC_TCGA-AJ-A3OK	0	232	82	295	317	30	5	19	27	35	27	4	0	0	0	0	1	0	2	15	0	0	0	2
UCEC_TCGA-AJ-A3OL	0	41	18	50	58	22	0	11	11	37	46	8	6	0	5	0	10	4	2	24	0	9	0	1
UCEC_TCGA-AJ-A3QS	15	11	24	7	7	2	2	1	0	2	5	3	1	1	17	77	0	192	0	0	17	6	0	0
UCEC_TCGA-AJ-A3TW	4	7	9	9	7	3	0	1	2	5	2	3	2	2	5	24	2	80	2	5	3	2	0	3
UCEC_TCGA-AJ-A5DV	0	13	6	11	30	2	2	1	0	1	1	1	3	1	7	0	1	2	0	8	5	3	3	10
UCEC_TCGA-AJ-A5DW	2221	148	1047	49	83	46	937	156	58	19	0	78	42	105	146	18	47	7	0	0	371	0	0	13
UCEC_TCGA-AJ-A6NU	1	3	7	3	1	1	2	0	2	0	0	1	6	0	5	1	0	4	0	10	2	5	5	2
UCEC_TCGA-AJ-A8CT	0	216	84	267	241	18	3	24	5	19	15	9	8	0	0	0	8	1	5	11	0	0	0	0
UCEC_TCGA-AJ-A8CV	4	37	9	42	23	27	2	8	9	33	24	5	14	5	1	4	1	0	7	20	0	3	16	0
UCEC_TCGA-AJ-A8CW	14	112	50	107	101	89	2	44	27	73	74	20	17	6	9	12	27	2	6	35	9	11	11	16
UCEC_TCGA-AP-A059	1646	1283	705	518	1159	1220	332	2594	170	137	1817	363	785	2236	717	205	121	9	147	0	149	0	0	0
UCEC_TCGA-AP-A0LE	5	65	18	55	56	61	0	47	29	75	68	9	13	3	10	1	32	0	3	25	1	13	22	1
UCEC_TCGA-AP-A0LF	9	15	11	13	15	0	0	3	7	0	2	0	7	7	12	42	1	110	7	7	10	38	8	1
UCEC_TCGA-AP-A0LL	2	6	0	4	11	3	0	0	0	0	4	2	1	0	6	2	5	3	0	0	1	1	0	6
UCEC_TCGA-AP-A0LM	3124	2612	3705	1588	1241	1001	807	1345	737	160	98	713	335	804	1026	154	57	12	163	0	0	32	0	40
UCEC_TCGA-AP-A0LP	0	33	17	42	42	39	1	16	5	27	31	12	7	1	8	0	26	7	0	10	7	3	0	10
UCEC_TCGA-AP-A0LQ	0	6	2	10	10	0	0	0	9	3	9	0	7	0	0	1	0	1	0	0	0	4	0	8
UCEC_TCGA-AP-A0LS	6	56	13	48	46	56	4	44	30	71	38	18	14	4	3	8	24	0	2	42	5	11	0	4
UCEC_TCGA-AP-A1DH	6	83	26	88	75	88	10	48	22	27	129	10	0	4	0	13	50	1	3	60	3	2	12	8
UCEC_TCGA-AP-A1DK	197	1049	125	868	321	3367	0	2177	212	3263	1703	405	2500	284	135	39	160	9	110	1755	62	0	0	0
UCEC_TCGA-AP-A1DM	3	61	15	29	49	55	2	26	34	33	56	0	5	2	10	13	14	12	6	23	5	4	0	14
UCEC_TCGA-AP-A1DO	5	80	31	75	94	78	16	34	20	67	82	9	12	0	4	5	39	6	4	31	0	10	58	10
UCEC_TCGA-AP-A1DP	6	72	16	49	36	93	3	28	33	36	59	23	18	0	3	5	25	8	3	33	2	2	29	17
UCEC_TCGA-AP-A1DQ	0	6	2	2	2	0	0	0	0	0	0	0	4	0	0	3	4	3	0	2	1	1	3	6
UCEC_TCGA-AP-A1DR	20	146	42	114	111	82	1	70	15	72	130	22	13	6	11	0	23	1	5	82	5	6	16	3
UCEC_TCGA-AP-A1DV	5130	3022	3650	274	990	1377	1655	1218	101	0	0	1136	0	819	1381	251	0	5	157	0	53	0	0	44
UCEC_TCGA-AP-A1E0	2969	262	1808	121	144	87	1486	242	82	20	22	113	11	178	39	22	80	0	17	0	572	0	34	51
UCEC_TCGA-AP-A1E1	6	96	47	75	59	81	9	41	28	68	84	9	5	8	3	20	33	0	9	35	0	13	6	28
UCEC_TCGA-AP-A1E3	1	4	4	10	5	0	2	2	2	0	0	0	9	0	1	4	0	2	0	0	1	3	4	6
UCEC_TCGA-AP-A1E4	1	3	3	2	3	2	0	0	1	2	3	2	2	0	2	0	1	1	0	2	0	6	0	3
UCEC_TCGA-AP-A5FX	0	6	1	8	2	1	0	0	1	1	2	0	3	3	8	2	4	0	0	0	2	9	1	2
UCEC_TCGA-AW-A1PO	0	2	5	5	1	6	3	1	2	5	3	0	11	0	5	0	0	12	1	0	3	14	8	14
UCEC_TCGA-AX-A06H	6	69	23	75	56	36	2	16	20	41	66	13	0	1	9	0	9	3	1	14	3	11	4	3
UCEC_TCGA-AX-A06L	1	7	0	6	12	1	0	1	2	2	0	1	4	6	0	0	1	1	0	0	2	0	5	1
UCEC_TCGA-AX-A0IS	1	12	1	12	8	3	0	0	1	2	2	0	0	2	2	0	0	3	2	0	2	5	0	5
UCEC_TCGA-AX-A0IU	1	7	3	7	6	4	2	1	3	0	0	1	6	3	0	7	2	3	0	0	0	14	0	6
UCEC_TCGA-AX-A0J0	4132	203	1969	130	131	46	2121	216	189	160	7	178	2	125	96	3	455	4	158	0	628	0	0	0
UCEC_TCGA-AX-A1C4	11	127	45	134	100	108	0	93	30	109	182	36	9	5	16	17	48	3	14	47	0	20	14	7
UCEC_TCGA-AX-A1C5	3	218	86	299	233	109	0	66	34	87	131	30	7	12	0	1	39	3	11	50	0	0	0	6
UCEC_TCGA-AX-A1C7	0	6	7	0	5	0	0	0	2	3	5	0	3	5	2	0	0	1	4	0	2	6	0	9
UCEC_TCGA-AX-A1C8	5	3	2	9	4	0	0	0	8	2	7	0	4	0	1	10	8	11	0	0	0	17	4	0
UCEC_TCGA-AX-A1C9	2	296	130	363	381	66	0	40	42	70	73	22	0	0	0	0	19	0	12	44	0	0	6	2
UCEC_TCGA-AX-A1CA	4	11	3	14	11	0	0	1	1	1	4	0	0	2	0	54	1	33	2	0	6	7	0	0
UCEC_TCGA-AX-A1CC	0	1	0	4	2	1	0	0	2	0	0	1	4	0	3	2	0	0	0	0	2	2	0	4
UCEC_TCGA-AX-A1CE	967	3194	609	1195	2166	2394	413	1901	865	263	1353	794	711	1573	489	225	0	3	211	0	10	13	0	79
UCEC_TCGA-AX-A1CF	3	0	3	4	4	6	5	0	1	2	2	1	4	6	9	0	13	18	0	6	0	55	7	3
UCEC_TCGA-AX-A1CI	0	3	6	8	9	2	2	3	5	0	0	0	3	0	4	2	2	1	0	0	0	1	1	8
UCEC_TCGA-AX-A1CJ	2	7	2	22	8	2	0	0	1	3	6	0	4	0	2	6	0	0	0	0	0	5	5	8
UCEC_TCGA-AX-A1CK	1	7	5	15	10	1	0	0	0	0	0	6	8	3	0	1	0	2	1	2	0	6	0	11
UCEC_TCGA-AX-A1CN	0	6	4	3	4	0	0	0	0	6	1	0	8	0	1	3	0	0	0	3	0	5	0	3
UCEC_TCGA-AX-A1CP	0	5	3	5	6	0	0	0	0	5	0	0	3	0	0	1	0	2	0	0	0	4	0	3
UCEC_TCGA-AX-A2H2	3	9	15	10	9	0	4	1	1	6	4	4	16	1	3	71	5	84	2	7	8	36	0	9
UCEC_TCGA-AX-A2H4	4	7	9	11	5	2	1	5	7	5	5	3	11	2	6	25	1	122	4	3	0	26	14	2
UCEC_TCGA-AX-A2H5	1	9	0	2	2	0	0	0	0	0	3	0	2	0	1	13	0	4	1	5	0	10	4	0
UCEC_TCGA-AX-A2H7	3	14	6	9	13	2	0	0	2	10	0	4	24	6	6	8	0	4	1	5	3	11	0	2
UCEC_TCGA-AX-A2H8	0	6	4	5	5	2	0	0	5	0	3	0	2	0	0	1	2	4	2	0	4	15	8	6
UCEC_TCGA-AX-A2HA	9	300	106	315	310	209	2	172	108	134	159	55	8	25	13	0	52	5	20	144	0	0	14	9
UCEC_TCGA-AX-A2HC	8654	2098	3407	489	1102	380	1440	2264	31	0	0	167	0	970	1046	91	0	8	82	0	200	135	0	221
UCEC_TCGA-AX-A2HD	585	2695	554	1434	1550	1310	149	1067	283	222	1072	289	679	1174	568	41	126	9	51	0	0	0	63	0
UCEC_TCGA-AX-A2HF	0	2	0	0	2	0	2	0	0	2	0	0	4	0	0	0	0	7	0	2	1	4	0	2
UCEC_TCGA-AX-A2HG	10	118	41	154	110	112	0	102	16	106	139	34	18	15	5	4	60	5	10	37	5	20	3	4
UCEC_TCGA-AX-A2HH	1	11	2	10	9	0	0	3	1	2	0	5	3	0	4	6	0	0	0	4	0	1	0	8
UCEC_TCGA-AX-A2HJ	8	118	33	120	91	220	11	106	579	463	160	145	34	2	42	1	54	0	22	49	10	19	45	26
UCEC_TCGA-AX-A2HK	1	5	8	4	3	2	2	3	0	5	5	2	5	1	0	1	2	6	0	0	0	21	0	15
UCEC_TCGA-AX-A2IN	11	83	27	66	58	72	8	55	44	56	88	20	5	2	18	1	25	1	3	48	7	9	20	2
UCEC_TCGA-AX-A2IO	8	8	39	8	5	1	2	0	0	0	9	0	3	0	17	104	0	381	1	0	16	18	0	2
UCEC_TCGA-AX-A3FS	7	110	35	113	88	107	3	68	16	132	154	16	12	0	1	9	43	5	10	60	0	18	0	3
UCEC_TCGA-AX-A3FT	22	257	91	327	227	100	0	183	50	103	167	47	47	39	1	0	65	0	40	52	0	12	0	6
UCEC_TCGA-AX-A3FV	1	6	5	6	5	1	6	4	8	9	5	2	2	7	1	2	6	13	5	1	2	39	11	0
UCEC_TCGA-AX-A3FW	2	12	4	6	10	2	0	1	6	0	2	0	6	0	0	0	0	0	2	0	6	5	4	6
UCEC_TCGA-AX-A3FX	1	3	5	6	4	1	2	0	3	1	0	0	6	0	5	4	7	3	1	10	4	24	3	0
UCEC_TCGA-AX-A3FZ	2	5	7	8	2	0	2	0	2	0	0	5	6	0	2	4	0	1	1	3	3	5	0	0
UCEC_TCGA-AX-A3G1	1	6	5	5	6	0	2	3	0	2	4	1	6	0	4	0	5	5	1	8	0	11	1	2
UCEC_TCGA-AX-A3G3	2	5	5	6	8	4	1	1	7	10	2	0	3	7	16	17	8	18	3	11	11	53	20	13
UCEC_TCGA-AX-A3G4	0	2	2	0	2	0	0	0	4	4	4	0	5	2	0	5	5	0	0	6	0	12	3	1
UCEC_TCGA-AX-A3G6	4	7	6	5	4	2	0	2	1	0	8	0	7	0	2	5	8	3	0	0	0	6	4	0
UCEC_TCGA-AX-A3G7	1	7	1	7	1	0	2	0	0	3	4	0	3	0	3	0	0	1	0	0	0	7	0	2
UCEC_TCGA-AX-A3G8	16	175	45	148	104	126	3	64	19	62	127	23	25	2	7	4	32	5	7	50	4	2	0	0
UCEC_TCGA-AX-A3G9	12	130	51	119	93	75	11	55	14	59	62	20	16	19	5	8	35	2	2	34	5	14	16	9
UCEC_TCGA-AX-A3GB	1	23	8	19	25	0	3	0	4	0	11	0	10	2	0	0	4	0	0	0	0	7	9	7
UCEC_TCGA-AX-A3GI	0	5	4	3	0	1	0	0	1	1	4	0	5	5	0	5	1	3	1	9	2	10	8	3
UCEC_TCGA-B5-A0JN	1	4	6	2	3	3	3	1	3	17	13	0	15	7	1	12	0	22	1	11	0	50	13	3
UCEC_TCGA-B5-A0JS	0	4	1	4	7	4	2	0	0	2	0	1	1	0	0	2	1	2	2	1	0	1	0	2
UCEC_TCGA-B5-A0JT	5	5	4	19	6	4	0	1	0	6	0	0	0	0	4	0	1	3	0	0	0	8	1	9
UCEC_TCGA-B5-A0JU	6	84	35	56	58	61	2	29	5	41	66	8	19	5	7	6	30	2	1	43	0	4	22	16
UCEC_TCGA-B5-A0JX	1	5	4	18	11	2	3	1	2	0	5	0	6	0	0	6	0	14	3	1	7	6	2	5
UCEC_TCGA-B5-A0JY	5357	481	2780	201	219	261	1687	526	260	97	32	228	147	395	400	75	288	4	120	0	606	0	0	8
UCEC_TCGA-B5-A0K8	2	4	4	5	4	0	0	0	3	0	0	0	4	0	6	1	1	19	0	0	3	6	5	0
UCEC_TCGA-B5-A0K9	13	126	42	127	108	92	2	51	44	76	49	16	10	17	12	15	45	6	12	33	0	9	12	10
UCEC_TCGA-B5-A0KB	1	3	1	5	10	0	0	1	2	0	4	0	0	0	0	0	3	2	0	2	0	15	2	4
UCEC_TCGA-B5-A11E	1491	1453	1582	1000	615	793	777	1032	804	228	585	686	600	820	615	135	38	17	168	0	113	25	0	0
UCEC_TCGA-B5-A11F	1	5	6	16	3	0	0	1	0	0	0	1	3	0	0	9	4	0	0	4	0	3	0	0
UCEC_TCGA-B5-A11G	5	62	6	45	18	28	0	7	105	129	1	43	20	0	22	4	97	5	24	5	4	8	42	2
UCEC_TCGA-B5-A11H	3	136	46	137	148	130	1	69	54	126	104	40	16	3	15	1	49	1	3	37	1	4	14	12
UCEC_TCGA-B5-A11I	3	6	4	6	1	5	2	1	0	4	1	3	4	2	0	2	0	5	0	1	9	6	0	7
UCEC_TCGA-B5-A11J	1	71	31	50	55	49	1	31	6	54	70	21	11	2	4	17	7	1	8	16	5	14	0	12
UCEC_TCGA-B5-A11L	2	17	10	24	13	3	6	0	3	3	2	0	8	0	6	0	9	6	0	0	4	16	7	16
UCEC_TCGA-B5-A11M	2	5	5	5	5	3	0	0	0	0	0	0	4	0	0	1	2	0	0	0	1	2	0	3
UCEC_TCGA-B5-A11N	809	115	709	46	69	19	464	11	27	12	11	48	29	9	106	9	33	6	3	0	172	0	0	2
UCEC_TCGA-B5-A11O	1	21	7	9	12	7	0	3	5	11	14	2	5	0	4	0	0	0	0	10	0	8	0	4
UCEC_TCGA-B5-A11P	0	7	3	7	6	6	0	0	1	0	2	0	3	5	1	5	2	3	0	14	4	2	2	0
UCEC_TCGA-B5-A11Q	1	6	3	9	3	2	0	0	0	0	4	1	0	0	3	0	0	3	3	3	4	0	0	6
UCEC_TCGA-B5-A11R	5	14	55	20	9	6	0	3	0	3	14	0	0	0	31	361	0	431	0	0	0	0	0	0
UCEC_TCGA-B5-A11S	0	7	5	7	5	3	0	1	0	1	1	0	9	0	0	0	3	0	0	0	0	13	3	2
UCEC_TCGA-B5-A11U	6	45	16	67	41	30	2	27	10	50	60	12	3	3	10	14	12	0	0	14	0	7	0	0
UCEC_TCGA-B5-A11V	1	5	7	4	16	3	2	0	1	3	0	0	4	0	1	4	0	0	1	4	3	7	0	8
UCEC_TCGA-B5-A11W	1	9	7	17	13	0	2	0	1	0	3	0	10	3	0	0	2	2	0	5	0	6	1	9
UCEC_TCGA-B5-A11X	0	4	7	10	8	6	0	0	3	0	1	1	2	1	0	4	0	2	2	3	2	2	0	17
UCEC_TCGA-B5-A11Y	3	301	95	347	296	83	0	35	37	113	50	34	4	0	0	0	1	0	12	37	0	0	0	5
UCEC_TCGA-B5-A11Z	1	9	3	15	13	2	0	0	1	0	0	0	4	5	0	11	0	0	0	0	2	8	0	3
UCEC_TCGA-B5-A121	2	4	4	3	2	0	4	0	1	1	2	0	2	0	5	0	0	3	0	2	0	4	0	3
UCEC_TCGA-B5-A1MR	3315	405	1876	49	183	192	2540	285	227	46	19	259	39	233	356	61	195	3	137	0	239	0	0	37
UCEC_TCGA-B5-A1MS	2	9	4	2	5	0	0	3	0	0	3	0	7	0	2	0	4	3	0	0	0	13	2	4
UCEC_TCGA-B5-A1MU	1	1	3	5	4	0	0	2	0	2	5	0	3	0	0	0	1	0	0	5	0	3	2	5
UCEC_TCGA-B5-A1MV	2	13	2	9	15	2	0	1	1	1	4	3	18	1	0	6	0	1	0	6	2	5	0	1
UCEC_TCGA-B5-A1MW	2	78	10	30	8	20	11	16	144	202	1	56	15	11	12	0	111	5	27	5	3	16	60	15
UCEC_TCGA-B5-A1MX	429	232	48	211	174	682	0	2322	69	872	1320	153	1270	259	44	63	327	0	118	575	48	0	328	0
UCEC_TCGA-B5-A1MY	1	4	1	3	7	4	0	0	1	0	0	5	4	3	1	1	3	9	0	0	3	6	2	3
UCEC_TCGA-B5-A1MZ	2	5	8	8	14	0	0	0	1	0	2	1	4	0	6	2	4	3	0	0	0	5	9	1
UCEC_TCGA-B5-A1N2	6	6	5	5	5	7	0	3	4	5	1	2	5	11	14	11	3	16	1	1	0	62	13	6
UCEC_TCGA-B5-A3F9	0	22	4	7	12	2	0	1	2	1	0	2	3	0	1	7	14	0	0	0	0	6	0	10
UCEC_TCGA-B5-A3FA	1326	856	1563	738	485	1252	844	771	2038	1147	980	750	1003	1291	382	156	1754	8	268	0	0	0	0	0
UCEC_TCGA-B5-A3FB	2	7	3	15	9	3	0	1	1	1	2	1	7	0	2	5	0	1	0	7	5	3	1	0
UCEC_TCGA-B5-A3FC	667	4718	709	2849	3247	1756	105	926	1049	484	12	875	1707	756	716	0	790	9	97	0	0	0	52	0
UCEC_TCGA-B5-A3FD	1	8	3	14	4	1	0	0	5	0	8	0	0	0	1	1	4	0	0	0	2	8	5	4
UCEC_TCGA-B5-A3FH	2	1	6	13	4	1	0	0	3	2	3	0	2	0	0	0	2	0	4	6	2	1	0	0
UCEC_TCGA-B5-A3S1	4	8	12	9	6	5	0	1	3	0	5	0	0	0	6	32	0	38	1	2	1	6	2	3
UCEC_TCGA-B5-A5OC	17	133	30	100	109	188	6	121	76	132	204	39	14	34	30	8	36	6	2	80	9	16	24	25
UCEC_TCGA-B5-A5OD	1	8	3	2	5	5	2	0	1	2	0	2	5	0	0	4	2	3	2	3	1	3	5	5
UCEC_TCGA-B5-A5OE	1	16	0	14	10	3	0	0	4	3	1	2	1	2	6	9	9	8	3	0	6	12	0	5
UCEC_TCGA-BG-A0M8	1	7	3	2	10	6	0	3	0	4	1	2	3	0	3	1	8	9	1	11	6	16	4	0
UCEC_TCGA-BG-A0MA	1	4	5	3	6	2	0	0	1	3	7	2	3	2	0	5	5	0	0	0	1	5	2	2
UCEC_TCGA-BG-A0MG	4	10	13	22	16	0	4	5	7	3	13	3	6	0	2	6	4	3	0	3	0	12	0	13
UCEC_TCGA-BG-A0MK	2	11	7	22	6	7	0	6	1	9	14	6	4	0	4	0	6	0	0	3	0	10	9	5
UCEC_TCGA-BG-A0MQ	6	59	25	76	70	54	0	28	59	70	93	22	11	13	12	0	17	1	7	50	1	16	13	9
